sentiment,review_text,sentiment_predicted,sentiment_predicted_2nd_prompt
negative,"Logo quando ia fechar a compra, aumentaram o valor. Aff
",negative,negative
positive,"Até o momento está perfeito, atende minhas necessidades! Recomendo!
",positive,positive
positive,"O produto é de ótima qualidade, supre bem pra quem usa computador pra estudar, usar o office, assistir videos/netflix. É leve, não pesa muito na mochila.
",positive,positive
positive,"otimo para navegar, assistir filme . ouvir musicas e muitas outras coisas
",positive,positive
positive,"As <empresa> fornece exatamente o que divulga. Sem propaganda enganosa. O produto é realmente muito bom e está de acordo com a propaganda exibida.
",positive,positive
positive,"Estava procurando um notebook de 14 polegadas com boa configuração, o que hoje em dia é difícil, pois a maioria são com tela de 15. Dentro das possibilidades e das avaliações optei por esse. Achei um pouco lento, então tirei o hd e coloquei um ssd de 240, e fiz do HD dele um externo. Ficou show! Claro que não é top de linha, seu teclado não é retroluminoso, não acende a tecla capalock e a tela tem reflexos, além do acabamento ser de plástico. Mas pelo preço vale a pena, ele é bonito, leve, lembra um ultrabook por ser fino, já que não tem drive de dvd. Como estava procurando algo mais compacto e leve para facilitar o transporte em viagens achei ele ótimo nesse sentido. Gastei mais 300 reais para colocar o ssd, ( esse mesmo modelo com ssd sai 3 mil) peguei ele na promoção por 1850, valeu a pena pelo preço. Não me arrependo, acho que vale o custo beneficio. Para a minha finalidade de uso estou satisfeita.
",positive,positive
positive,"Produto muito bom. Além de ser bonito é de muita qualidade. Recomendo.
",positive,positive
positive,"A entrega foi bem rápida e o produto chegou em perfeito estado, mas, dependendo da tarefa a fazer nele ele trava um pouco, principalmente se for algo muito pesado como jogos. Para o restante é perfeito!
",negative,negative
positive,"Produto excelente, inicialização super rápida... A entrega da <empresa> foi na metade do prazo, que há era curto. Muito satisfeita com a compra!
",positive,positive
positive,"o produto foi dentro do anunciado. A entrega foi dentro do combinado, O produto veio intacto.
",positive,positive
positive,"Excelente produto, recomendo! Preciso aprender mais sobre o produto...
",positive,positive
positive,"Parabéns pelo compartimento com seus clientes, atendimento rápido e excelente !!!
",positive,positive
negative,"Vem faltando vários programas que antigamente vinha quando comprava e que agora você tem que pagar pra ter. Exemplo o pacote office.
",negative,negative
positive,"Equipamento muito bom, ágil e de alta performance. recomendo,
",positive,positive
positive,"Cumpre as finalidades a que se propõem com um bom desempenho.
",positive,positive
positive,"Notebook atende as minhas necessidades. Bem melhor que meu velho HP.
",positive,positive
positive,"Gostei muito do produto e o preço tava bem bacana!
",positive,positive
negative,"Achei que a velocidade de processamento fosse mais rápido até navegar na internet demora!
",negative,negative
positive,"""Comprei há um mês. O notebook é bom. Parece um 14"""" não prejudica em nada seu tamanho de tela. O volume é bom, as teclas também além de ter opção de iluminá-las para usar no escuro. A função tablet é um charme e comodidade a mais, com uma boa resposta no touch. O acabamento é ótimo! A parte exterior é tipo um aço preto escovado, porém fica as marcas de dedo, pra quem se incomoda, pra mim achei muito bonito. As vezes não dá a impressão de estar num Core i5 mas não significa que ele é lento. A bateria dura umas 6 horas e o carregamento é consideravelmente rápido. O único ponto que deixa um pouco a desejar é a tela, se quiser ver um filme ou alguma coisa e estiver um pouco de lado não conseguirá enxergar nada, tem que estar de frente pra ele. Recomendo desde que o encontre por até 2 mil reais, encontrei por menos que isso e creio que fiz a melhor escolha.""
",positive,positive
positive,"Rápido e potente, está com um mês de uso e não vejo travar em nenhuma operação! Sou programadora e utilizo vários softwares ao mesmo e tempo, ele tem suportado bem.
",positive,positive
positive,"Muito bom; só acho que o teclado deveria ser iluminado.
",positive,positive
positive,"Gostei muito do produto, tem um peso ideal para levar a qualquer lugar e a entrega foi super rápida!
",positive,positive
positive,"Excelente qualidade, bonito, moderno, fácil de usar. Exatamente o que esperava!!
",positive,positive
positive,"No meu relato, professor de info e comunicações, analiso esse not positivamente. Traz o bluetooth, 15 meses de McAfee gratuitos, 3 entradas USB, HDMI e SD card, o que muito se considera pelo seu valor. O teclado é super macio e confortável, um padrão um pouco diferente por ser mais estreitos, mas nada que dificulte a digitação, muito pelo contrário. O que deixa a desejar é a pouca memória ram. Pela config. da máquina (7ªg. do Core i5), deveria portar ao menos 8mb, o que diminuiria os bugs que as vezes acontecem. Vejo que necessitária de alguns LEDs na parte frontal, mas isso é quase que incomum quando tratamos de Dell. A bateria é excelente, chegando a durar 4:30h de uso contínuo. Vale a pena. Bom custo benefício. Faz jus, e muito jus ao preço!
",positive,positive
positive,"Somente um ponto negativo as vezes ao baixar algum filme por exemplo ele trava.
",negative,negative
positive,"Sou professor de MATEMÁTICA. Uso o notebook para elaborar provas, estudar e visualizar e manipular imagens, além do acesso as redes sociais. Máquina ágil, excelente custo benefício. Muito satisfeito, inclusive com a duração da bateria.
",positive,positive
positive,"Note bem fino, teclado maravilhoso. Quanto ao desempenho, ainda estou avaliando.
",positive,positive
positive,"Produto bom, com várias opções de uso e prático, pois é notebook e tablet ao mesmo tempo.
",positive,positive
negative,"O Notebook e muito lento, demora iniciar, Trava constantemente!! O aparelho só tem 2 meses de uso. Muito decepcionado!!
",negative,negative
positive,"O produto chegou rápido e atendeu minhas expectativas!
",positive,positive
positive,"Muito bom, bonito, rápido, um pouco grande mas gostei bastante :D
",positive,positive
positive,"É uma excelente compra pessoal, a <empresa> está de parabéns, pois eu comprei na sexta a noite e terça feira já havia entregue. Realmente  nunca vi nada tão rápido, parece que até foi comprado na loja física, muito bom tb o sistema operacional linux, apesar de muitos não concordarem, é só uma questão de adaptação, na verdade ele esse sistema é superior ao windows.  Recomendo muito....
",positive,positive
negative,"Optei pela marca mas tive a pior decepção de minha vida! O primeiro que chegou travou na configuração inicial, precisou ser trocado; com o segundo eu não tive a mesma sorte, pois gostaria que também fosse substituído. Resumindo, estou há um ano com essa bomba, não tenho mais garantia (coisa que não altera em nada, já que durante o período meus problemas nunca foram resolvidos) e logo vou ter que adquirir outro note, mas dessa vez, voltarei para o Acer, pois o meu de 8 anos ainda funciona razoavelmente bem.
",negative,negative
positive,"Parabens para as <empresa> pela entrega nota dez porque chega bem antes do cobinado na compra
",positive,positive
positive,"Muito satisfeito com a aquisição! Compra certa! Top demais.
",positive,positive
positive,"Muito bonito, um computador para funções básicas, bateria dura muito, o computador carrega em cerca de 1 hora e 30 minutos e não esquenta. Deixa a desejar pois não tem leitor de DVD e CD
",positive,positive
positive,"Notebook bonito, leve, prático e com boa capacidade. Chegou um dia antes do prazo de entrega. Gostei!
",positive,positive
positive,"ótimo not com muita tecnologia muito rapido recomendo com certeza
",positive,positive
positive,"Comprei o equipamento pensando que ele iria durar sem que eu mexesse na configuração dele. Então tive de colocar mais um pente de memoria para que ele abrisse o Windows mais rápido, isso até ajudou mas ainda assim não estava do jeito que gostaria a vantagem dele é também poder colocar um SSD M.2 que pode trabalhar em conjunto com o próprio hd que já vem nele então fiz a opção e realmente a performance mudou da água para o vinho. Recomendo o equipamento pois ele é simples, bem acabado e com ótimo custo beneficio.
",positive,positive
negative,"Pode ser bom em outros quesitos, mas um de extrema importância e básico não possui: Não acessa o meu HD Externo Seagate 1 TB. Fiz contato com a Lenovo que diz não ser ser um problema dela, mas fica claro que se trata de um problema na máquina pois pesquisando nos fóruns da lenovo vemos que vários usuários passam pelo mesmo problema com ideapad320 com diversas marcas de HD Externo. Além disso o HD funciona em todos os outros computadores, inclusive em um lenovo mais antigo, e também fiz contato com o suporte da Seagate que confirmou que não existe nenhuma incompatibilidade com sistema ou máquina.   Se vc precisa usar um HD externo com esse notebook, não compre.
",negative,negative
positive,"Excelente produto. Ótimo custo-benefício. Recomendo.
",positive,positive
positive,"""Muito lindo, e muito rápido ( pelo menos para tarefas básicas como fazer pesquisas, assistir vídeos, netflix ) muito bom!! Chegou antes do prazo de beeemm embalado rsrs!! Muito contente!!  Ainda estou testando mas mostrou ser um notebook de muita qualidade, afinal """"Dell""""!""
",positive,positive
positive,"Atendeu nossa expectativa chegou antes do prazo dado ótima entrega produto funcionando muito bem recomendo a compra do mesmo
",positive,positive
positive,"Muito bom , rápido, compacto , bonito , processador excelente desempenho e muitos recursos que meu antigo DELL não tinha.
",positive,positive
positive,"Produto bom. Preço bom. A entrega foi excelente, como tudo na <empresa>. O que atrapalha nesses novos computadores é a quantidade de atualização e informações que acabam deixando o computador um pouco lento.
",negative,negative
positive,"Muito lindo, rápido e mais teclado para recorrer na navegação, entrega no prazo estipulado pelo DELL. Estão de parabéns. Valeu
",positive,positive
positive,"Recomendo,um bom preço e boa performance do Windows 10!
",positive,positive
positive,"Entrega pela transportadora  bem Rápida. Produto muito bom excelente configurações mais as atualizações deixam ele lento (selecione não permitir atualização)
",negative,negative
positive,"Ele chegou em perfeito estado cem nenhum arranhão é um excelente notebook funciona perfeitamente tão de parabéns valeu
",positive,positive
positive,"Gostei muito do notebook, a Samsung está de parabéns!  Agradeço as Américanas, pois entregou o  produto em tempo hábil. O produto chegou sem problemas. Recomendo com certeza.
",positive,positive
positive,"Excelente!!!! Super recomendo! Ótima qualidade superou minhas expectativas muito bom mesmo.
",positive,positive
positive,"muito excelente o produto  adorei super recomendo , muito bom mesmo.
",positive,positive
negative,"Bateria não é removível e não tem entrada de Disco rígido....em relação a entrega chegou antes da data...
",positive,negative
positive,"Recomendo ótimo produto, além de design bonito por ser vermelho
",positive,positive
positive,"Acho que tem uma configuração forte, um preço muito bom, e a única coisa que poderia ter também seria um SSD, porém ele já tem um slot vazio que é possível colocar o SSD, então é um excelente produto.
",positive,positive
positive,"O notebook e muito bom eu adorei e recomendo ! o único ponto fraco e que só tem dias entradas USB, e não tem leitor de mídia, mas e um ótimo negocio !
",positive,positive
positive,"super recomendo, ótimo produto, super recomendo, ótimo produto,
",positive,positive
negative,"Adquiri o Notebook Samsung E25s, quando liguei o aparelho começou um chiado que quando em silêncio é horrível e irritante. Entrei em contato com a Samsung, visto que já havia passado 1 semana que recebi o produto,pois estava viajando e não pude resolver antes, pediram para encaminhar na assistência técnica (CenterCell). Para minha surpresa, o notebook não veio reparado é muito menos com um laudo ou algo da empresa explicando sobre. Esse barulho não é normal!!!
",negative,negative
positive,"Ainda no tive tempo de usar, mas assim que usar avaliarei.
",negative,positive
positive,"O modelo da descrição esta errado, se for adm e 17ACL não 15 ACL
",negative,negative
negative,"Recebi o note e nao ligou. Tentei por um dia e quando ligou ao usa/lo o mesmo reniciava. Não recomendo, estou esperando a retirada do note para devolução e cancelamento da compra.
",negative,negative
positive,"Chegou antes do prazo, ótimo computador gostei bastante, Cortana sua linda s2
",positive,positive
positive,"Muito bonito e ágil. Ainda estou fazendo algumas adaptações para uso de trabalho, mas já é notável sua agilidade de leitura.
",positive,positive
negative,"Muito lento, devolvi a loja, e estou aguardando reembolso para efetuar nova compra de outro notebook. Mais esta difícil . Não consigo entrar em contato com a loja. Sempre a mesma mensagem  .e agora?
",negative,negative
positive,"achei caro demais. existe similares no mercado bem mais barato.
",negative,negative
positive,"O produto é ótimo, eu recomendo, porém tenho que relatar minha enorme insatisfação com a <empresa>. Meu pedido foi aprovado no dia 02/12 e o prazo para a entrega era até o dia 28/12. Chegou um dia após o prazo acabar. Eu já tinha comprado várias vezes na <empresa> e não tinha tido esses problemas, porém agora está se tornando frequente. Minha irmã acabou de comprar um celular e está passando pelo mesmo problema, cada vez que entramos em contato com a <empresa> a empresa sempre dá a mesma resposta. Essa transportadora direct também não tem respeito pelo cliente.
",negative,negative
positive,"Fiquei impressionado com o serviço da Direct. Fiz a compra na sexta-feira dia 02/02/2018, no dia 05/02/2018 minha compra já tinha chegado na minha residência! Estão de parabéns! E quanto ao notebook, só uso pra game e até agora só joguei o csgo, rodou muito limpo! Notebook até agora, nota 10!
",positive,positive
positive,"Estou usando a uma semana e até o presente momento está funcionando perfeitamente, rodou até jogos pesados.
",positive,positive
positive,"Super adorei o produto, superou minhas expectativas. Sem falar na entrega e atenção recebida pela loja, excelente!
",positive,positive
negative,"Se você dá importância ao touchscreen ou quer mais usar o notebook como tablet, não compre este aparelho. Tenho uns 8 meses com ele e volta e meia a tela touch deixa de funcionar e não há nada que você faça que resolva, olhe nos foruns da própria Lenovo para ver quantas pessoas têm o problema, tentam de tudo e nada resolve. O aparelho parece ter um bom hardware, mas o casamento com o Windows 10 foi péssimo, a reprodução de arquivo de vídeo por exemplo é pífia e vive travando, mesmo com um bom pacote de codecs.
",negative,negative
negative,"Comprei o notebook dia 23/01/2018 e até hoje não chegou, produto esta parada a menos de 50 minutos da minha residência e a transportado não entrega, péssima transportadora, péssimo atendimento <empresa>, não compro mais nessa loja e olha que era cliente a anos.
",negative,negative
positive,"Após várias pesquisa escolhi esse notebook por três motivos principais, além do preço promocional: 1º) ele tem espaço para adicionar um SSD padrão M.2 2280 (assim, não é preciso tirar o HD); 2º) memória de 8G; 3º) portas USB, inclusive do tipo C (vi na concorrência notebook sem USB do lado esquerdo. No geral é muito bom. Não tem tela Full HD mas seu monitor é bom. . As primeiras inicializações são lentas, principalmente por causa das várias instalações de atualizações do Windows. Depois das atualizações passou a iniciar normalmente, mas nada de extraordinário. Quando instalei o SSD e coloquei o Windows no SSD, o sistema passou a funcionar igual uma bala. Muito rápido!!! E ainda tem a vantagem do espaço do HD. Não sou de jogar em computadores por isso não saberia dizer como ele se sai com games. Enfim recomendo, principalmente se adicionarem um SSD.
",positive,positive
negative,"<empresa> deixando a desejar na entrega. Quando pensava em agilidade lembrava logo das Lojas <empresa>, agora recorda-me lentidão.
",negative,negative
positive,"Marca considerada no mercado, ótimo design e excelente custo-benefício.
",positive,positive
positive,"Muito bom produto, excelente custo beneficio. Muito bom produto, excelente custo beneficio.
",positive,positive
positive,"Produto muito bom. Atendeu minhas necessidades. Recomendo a todos que precisem de um notebook para tarefas diárias.
",positive,positive
negative,"Esse Notebook  NÃO TEM ENTRADA para Cartão SD/Mini SD Não tem DVD,  Não tem som Potente,  Não tem uma boa imagem (mesmo com TODOS os Drives Instalados da Nvidea).  E pior! Seu sistema de ventilação do Processador, aquela janelinha pra resfriar o Notebook FICA EMBAIXO, ou Seja, se vc usa ele em uma Mesa ou no colo, PROVAVELMENTE ELE VAI AQUECER e perder performance! talvez funcione bem voando, ai resfria melhor!!!  Enfim, se voce procura um notebook, para games leves ou softwares que exigem muito do processador, ESSA NÃO É UMA BOA OPÇÃO!!
",negative,negative
positive,"Produto muito bom. Positivo vem se superando. Produto leve, rápido e com um designe bom. Único detalhe é ter que instalar o Windows, porém esse é o  de menos!
",positive,positive
negative,"Esse Notebook  NÃO TEM ENTRADA para Cartão SD/Mini SD Não tem DVD,  Não tem som Potente,  Não tem uma boa imagem (mesmo com TODOS os Drives Instalados da Nvidea, que aliás é dedicada).  E pior! Seu sistema de ventilação do Processador, aquela janelinha pra resfriar o Notebook FICA EMBAIXO (olhe na foto ali em cima), ou Seja, se vc usa ele em uma Mesa ou no colo, PROVAVELMENTE ELE VAI AQUECER e perder performance! ....talvez funcione bem voando, ai resfria melhor!!!  Eu tenho um, comprei pq confio na Marca Samsung, mas me arrependi. Enfim, se voce procura um notebook, para games leves ou softwares que exigem muito do processador, ESSA NÃO É UMA BOA OPÇÃO!!
",negative,negative
positive,"Relação custo-benefício muito boa! Atendeu as expectativas.
",positive,positive
positive,"<empresa> como sempre nos surpreendendo. Entregou o produto em tempo recorde 03 dias. Produto maravilhoso.
",positive,positive
positive,"É leve, fino e possui um bom desempenho para programas relativamente pesados. Assim como eu fiz, vale muito a pena trocar o HD de 1Tb por um SSD de pelo menos 240Gb.
",positive,positive
negative,"PQP <empresa>, vcs me fazem pesquisar cerca de dois meses por um notebook bom e barato, e quando eu compro um mais caro e inferior, vcs me vêm com esse notebook que eu tanto queria por 1300 reais. #revoltado
",negative,negative
negative,"produtos descartáveis por este preço da para pegar um note de marcas de qualidade alem de ser caro é uma porcaria e vem com linux muito podre
",negative,negative
positive,"Chegou rápido como sempre, bom produto e tudo certinho.
",positive,positive
positive,"Notebook muito bom,de ótima qualidade . Entrega em menos  de uma semana. Recomendo.
",positive,positive
positive,"Para mim que estou utilizando para estudo,  não tenho o que reclamar, rápido e não trava, vale ressaltar que o win 10 me surpreendeu
",positive,positive
negative,"Produto não chegou, não comprem na <empresa>, comprei produto em janeiro e até hoje o produto não chegou na minha casa, liguei eles não atendem, no site não respondem.
",negative,negative
negative,"Veio com defeito. Foi pra assistência 2 vezes. Na terceira foi trocado por outro de mesmo modelo. Defeituoso novamente. Mais duas vezes pra assistência e veio com mais dois defeitos. Depois de quase um ano lutando, consegui meu dinheiro de volta.
",negative,negative
negative,"Por que vocês mostram na descrição do produto um vídeo em que o teclado destaca da tela transformando-se em um tablete se esse aparelho não faz isso?
",negative,negative
negative,"Trava toda hora. Demora pra abrir fotos ou videos.  Lerdo d+. Nem parece um I3.
",negative,negative
positive,"Um produto excelente, atendeu as minhas necessidades.
",positive,positive
positive,"Leve, fino e muito potente. Tem que ter paciência nos 5 primeiros dias, pois ele vai atualizar muuuuitos arquivos além do próprio Windows. Então tenha paciência, porque depois o notebook fica normal. Roda vários jogos além de gráficos em imagens. Aconselho adicionar um ssd ou substituir o HD que vem junto que não é muito bom. Eu optei por colocar um ssd na entrada que ele possui. SIM ELE POSSUI ENTRADA PARA SSD ADICIONAL.
",positive,positive
positive,"Atende todas as minhas necessidades. Recomendo este produto.
",positive,positive
negative,"Arrependimento total ao comprar este produto. Foi o primeiro e último notebook da Vaio que consumo. Extremamente lento - inclusive mais lento que um LG que tenho de 5 anos! Definitivamente não recomendo.
",negative,negative
negative,"O produto é péssimo por ser um Dell. É lento para iniciar ...o teclado é pequeno para digitar ... fora que a licença do office é provisória... fica só um mês...após isso vc ê obrigado a comprar uma licença ou mandar alguém instalar... uma porcaria de produto
",negative,negative
positive,"Tudo certo com produto comprado. Entrega a tempo. Embalagem segura.
",positive,positive
positive,"O produto é muito fino e leve, tem uma tela enorme e uma bateria que dura bastante. A junção dos 8GB de Ram com o processador e a qualidade dos componentes que a Asus utiliza, faz dessa uma ótima escolha (mesmo que as vezes um pouco mais cara que as demais) Super recomendo a compra do produto.
",positive,positive
negative,"Estou revoltado pois comprei esse i3 e quero trocar pelo i5, mas no sistema consta que foi entregue dia 06/02/18, sendo que na minha casa foi entregue dia 08/02/18, pois minha vizinha que recebeu, e ela ainda trabalha no fórum. Enviei e-mail e não aceitam. Liguei e a secretaria eletrônica não passa para o ramal de compras.Hoje estarei tomando minhas providências junto ao fórum. Estou chateado, pois já é a 2ª vez que tenho problemas com vocês.
",negative,negative
negative,"Ele trava muito, não tenho nada e demora muito para carregar.
",negative,negative
positive,"comprei na loja <empresa>, com outra empresa de entrega a Directstock, foi a minha primeira compra por a internet, tive medo não chegar como desejado, mais enfim chegou muito rápido graças a Deus, veio em perfeita qualidade e só tenho a agradecer .
",positive,positive
negative,"esse produto não apresenta as entradas descritas nas especificações, não possui placa de rede e nem muito menos a entrada RJ45 não comprem se precisarem desses itens, é propaganda enganosa e estão lesando os clientes, adquiri esse produto e só percebi a falta dos mesmos ao receber, e demoram demais pra responder o cliente, te direcionam para a Dell e a Dell direciona para a <empresa>... tremenda falta de respeito com o consumidor!!
",negative,negative
positive,"atende as expectativas, porém em matéria de preço e benefícios este computador aqui é melhor: http://zipvale.com/Bp1X
",negative,negative
negative,"Só utilizo os aplicativo que veio instalados e o mesmo se mostra muito lento, apesar da configuração ser boa. Tenho outro Lenovo (Importado) com 4 anos de uso e a mesma configuração, que faz o trabalho sem travar e com rapidez. Pesquise na internet e verá as reclamações sobre o produto.
",negative,negative
positive,"O notebook tem uma apresentação excelente é muito leve e fino.
",positive,positive
negative,"Produto chegou com defeito, precisei fazer a devolução.
",negative,negative
positive,"O produto é muito bom,mas ele podia vim com mas memoria...mas ele esta ótimo pra eu fazer meus trabalhos na faculdade,super leve e fino gostei muito.. Sobre a entrega foi muito rápido mesmo....
",positive,positive
positive,"Para uso doméstico é muito bom! Responde rápido é leve fora que é lindo!
",positive,positive
positive,"Um produto excelente, não toma muito espaço, tem rapidez, muito facil para utilizar
",positive,positive
positive,"Excelente nootbook super indico! O produto é lindo e facil de usar. Muito feliz co a Américana entregou antes do prazo.
",positive,positive
positive,"Chegou antes do prazo, as vezes o notebook tranca e o mouse dele também, mas ainda assim é muito bom.
",negative,negative
negative,"Comprei e desde o início começou apresentar um erro com tela azul. Depois parou de funcionar. Entrei em contato com a assistência e estou aguardando. Comprei novo para evitar problemas e já arrependi, tô precisando do notebook e não está funcionando. Espero resolver com urgência.
",negative,negative
positive,"Muito bom. Vale a pena comprar. Não tenho reclamações.
",positive,positive
positive,"Entrega super rápida,gosto muito de comprar nas lojas <empresa>
",positive,positive
positive,"Entrega sempre super rápida, produto bom se qualidade, preço acessível e ótimo desempenho! Dependendo de qual for sua necessidade ele atende tranquilamente. Super recomendo.
",positive,positive
positive,"Apos um tempo de uso percebi que é um ótimo computador. bem leve, entradas e saídas essenciais, a qualidade da tela impressiona também. No inicio trava muito devido as atualizações do sistema. O ponto ruim é que nao tem teclado retroiluminado e o acabamento dele da um aspecto de barato. Mas valeu pelo custo-beneficio. Um dos melhores do mercado e ainda vem com placa de video dedicada.
",positive,positive
positive,"Produto entregue conforme oferta. Embalado eficientemente. Entrega rápida.
",positive,positive
positive,"Um bom produto o preço condiz com as configuraçoes . Uso domestico atendeu minhas necessidades.
",positive,positive
positive,"Amei este notebook, pois além de ser compacto atendeu todas as minhas expectativas. E tem a vantagem do custo-benefício,  sem contar com a rapidez da entrega. Muito satisfeita!
",positive,positive
negative,"Há aproximadamente dez meses comprei um notebook Samsung Odyssey e, embora pouco utilizado, a tomada liga/desliga afundou e não consigo mais recarregá-lo. O atendimento pelo chat atendimento é muito ruim. A página de acesso pela Internet também deixa a  desejar. Em mais de vinte anos nunca tive um notebook tão ruim. Estou lutando para conseguir mandá-lo para a assistência técnica. Não recomendo o produto.
",negative,negative
negative,"Produto ruim, apresenta problemas de travamento e congelamento de tela. Assistência péssima também, e só se faz pelos correios. Mandei duas vezes e volta com o mesmo problema! Se comprarem rezem para não apresentar problemas!
",negative,negative
positive,"Tenho um notebook 15 polegadas e a opção de ter um 14 polegadas facilita minha vida, gosto de levar para aula e reuniões. Ótimo custo benefício e desempenho. Super recomendo!
",positive,positive
positive,"Entrega rápida, Produto de extrema qualidade. Estava com preconceito de comprar um Celeron, mas fiquei surpreendido pelo bom desempenho do produto. Recomendo! Excelente custo beneficio para quem deseja um produto para uso doméstico.
",positive,positive
positive,"bonito, teclas bem legíveis e boas, cor bonita, tamanho da tela é bom.
",positive,positive
negative,"Muito lento, demora para fazer login,para abrir Word e internet junto tem que esperar muito tempo, não vem driver do áudio é  possível  baixar.
",negative,negative
positive,"Otimo produto, bonito, atendeu minhas expectativas, uso para faculdade, ele é muito bom.
",positive,positive
positive,"Chegou antes do prazo, entrega eficiente, ótimo produto, parabéns...
",positive,positive
positive,"Era o Notebook que precisava para meu dia a dia. Vendi meu carro para adquirir, mas não me arrependo.
",positive,positive
positive,"Meu notebook chegou hoje 20/02 depois de algumas horas ele apagou e não ligou mais...  esperando o contato da loja pra fazer a troca!
",negative,negative
negative,"Comprei o modelo anterior o x510ur-166 pois este nem estava a venda ainda, paguei por frete expresso mas até agora não recebi meu produto que ja se encontra fora de linha substituido por este modelo, o prazo para entrega do produto que paguei para ser expressa venceu ontem! Decepsionante.
",negative,negative
negative,"Com menos de seis meses a alça da tampa quebra e a noa trocam, alegando mau uso. Noa recomendo!!!!!!!!
",negative,negative
positive,"GOSTEI MUITO, CHEGOU ANTES DO PRAZO,VEI BEM EMBALADO,FÁCIL DE MEXER,NÃO TENHO NENHUMA RECLAMAÇÃO. EU RECOMENDO!
",positive,positive
positive,"Notebook inicia muito rapido! Tem tela relativamente pequena, porém o suficiente para tarefas do dia a dia! Já vem com o pacote office e uma nuvem de 64gb para compensar os 32 no SSD. Gostei muito do pc para tarefas simples! Mas para executar aplicações de maior complexidade indico notebook mais turbinado.
",positive,positive
positive,"Adquiri o produto que chegou 10 dias antes do previsto e ele tem um ótimo desempenho e as <empresa> tb presta um serviço de entrega muito bom. Muito satisfeita
",positive,positive
positive,"Eu gosto muito dessa marca, nunca tive problema. o meu filho teve um quando tinha 7 anos e super durou na mão dele rsrsrsrsr, e so estragou quando ele deixou cair algumas vezes rsrs ai não teve jeito ne rsrsrsr
",positive,positive
positive,"Produto de excelente qualidade e foi entregue antes do prazo determinado. Recomendo!
",positive,positive
positive,"PRODUTO E MUITO BOM GOSTEI MUITO E BEM RÁPIDO PRÁTICO E LEVE
",positive,positive
positive,"Produdo muito bom. E chegou antes mesmo da data prevista. So nao gostei de terem cobrado 3 fretes se foi de uma compra so. Mesma cesta.
",negative,negative
negative,"Achei o notebook normal, se não fosse, é dar defeito em menos de 3 meses, do nada, tendo usado muito pouco, tipo 20 min por dia de internet, quando estava na internet a tela ficou sem imagem e nada, desliguei e liguei de novo já algumas vezes e continua a mesma coisa, enfim, agora é correr atrás da assistência técnica.
",negative,negative
negative,"Equipamento mesmo Depois de realizar todas as atualizações continua lente e com problema de reconhecimento de Drives, logo no primeiro mês soltou as borrachas traseiras, além da tela ser ridícula pois a imagem fica distorcida devido o LCD ser o pior do mercado. Equipamento descartável. E não espere bom atendimento do suporte vc vai se enganar.
",negative,negative
positive,"Ótima marca, excelente produto, excelente preço, e bem durável. Já faço uso a mais de uma década.
",positive,positive
positive,"Produto atendeu às minhas necessidades e expectativas.
",positive,positive
negative,"Esse computador é horrível, muito ruim mesmo! Não vale a pena.
",negative,negative
positive,"Entrega super rápida.... Chegou bem antes do previsto. Produto é ótimo
",positive,positive
positive,"Estou muito satisfeito o produto é muito bom.  O atendimento foi muito bom, O produto chegou bem rapto.
",positive,positive
negative,"o produto é extremamente lento, levando minutos para abrir um simples programa como word, pesquisei e descobri que isso não é um problema singular, mas grande parte apresentam esse defeito.
",negative,negative
positive,"Adorei. Comprei com base em avaliações de terceiros e, por sorte, muito bom. Adorei. O som é maravilhoso para um notebook. Qualidade e potência (sabendo que é um notebook). Tela boa. A única coisa que não gostou é o touchpad. É extremamente sensível (não é defeito; apenas não me adaptei).  Uso mouse e teclado sem fios. Compre sem dúvidas. Troquei o Linux pelo Win10.
",positive,positive
positive,"adorei o note e chegou dias antes do prazo, muito legal
",positive,positive
positive,"Notebook super leve, rápido e preço muito bom. A entrega foi super rápida.
",positive,positive
negative,"Comprei o Notebook após pesquisar sobre a Marca Asus e as configurações, o meu tem 8GB de memória, demora demais pra iniciar, pra fazer qualquer coisa. Ainda tou na garantia, vou fazer uma reclamação no Reclameaqui pra Asus, pois não creio que seja normal!
",negative,negative
positive,"Corresponde ao que foi divulgado Pouco tempo estou usando  ,espero não ter problemas.
",positive,negative
positive,"Uma notebook rápido que atendeu as minhas expectativas, além do transporte rápido e eficaz. E indico este produto como sendo de qualidade.
",positive,positive
positive,"Até o momento está suprindo minhas necessidades ,como sempre a entrega foi rápida,produto de boa qualidade; Eu recomendo a compra do produto e o site da <empresa> tbm ;
",positive,positive
positive,"rápido, de fácil manuseio, bateria durável... respondeu bem as minhas expectativas
",positive,positive
positive,"Entendendo que, buscando praticidade e custo benefício,deveria abrir mão de um acabamento mais refinado, não tenho do que reclamar do produto. Atendeu plenamente minhas expectativas.
",positive,positive
positive,"Extremamente leve e rápido, é equivalente a um MacBook Air no mundo dos PCs. O único defeito é a câmera, que tem uma resolução baixa e fica posicionada na dobradiça da tela, e não no alto. O ângulo é péssimo e uso sempre uma câmera externa quando preciso fazer um Skype. Fora  esse detalhe, é perfeito!
",negative,positive
negative,"Devolvi esse note porque além de ser mega lento a tela dele parece de computador de 3° categoria.  Imagem horrivel. Me decepcionei porque já tive um Dell montado pela propria empresa.
",negative,negative
positive,"Muito bom em desempenho, bonita aparencia e fácil de manusear, recomendo.
",positive,positive
positive,"recomendo esse produto e a entrega foi muito rápido.
",positive,positive
