review,sentiment_predicted
"Nao dura uma hs. Contatei a equipe e nao resolveram.
",negative
"É um produto muito bom, alia qualidade a preço acessível.
",positive
"Maior arrependimento da vida ter comprado essa porcaria. Notebook lento, não dá nem pra usar internet e Word ao mesmo tempo que trava. Não tem nem dois meses sofrendo com esse notebook que já vou ter que levar na assistência simplesmente porque não liga mais. Não tenho nenhum programa baixado, nenhum jogo; uso apenas pra estudar e aconteceu isso.
",negative
"""Comprei com a promessa de garantia à domicílio, porém ao acionar, eles não resolvem, joga a todo momento a responsabilidade para o cliente e você fica """"na mão"""". A <empresa> também foi péssima, não auxiliou o cliente (de longa data), porém, não comprem nem produto DELL, muito menos do site <empresa>""
",negative
"Poderia sair a tela mas é bem rápido e compacto. Muito bom
",positive
"Excelente produto, desempenho otimo...batetia dura em media 8 hs. O que deixou a desejar foi a demora de quase 2 semanas apos a data prevista pra entrega..<empresa> poderia rever isso...  Fora tdo ocorrido da entrega, recomendo o produto.  DELL É DELL
",positive
"A Dell caiu muito em qualidade não compro mais dessa marca. Quanto ao produto, não sei se era uma peça reoperada e/ou deixaram cair em algum momento pois veio com duas bolhas de proteção estourada dentro da caixa e com o plástico que o envolvia rasgado, sem falar que não veio com as proteções adesivas na tampa nem com a proteção do teclado, como todos produtos novos tem.  Não compro mais eletrônico pela internet pois o transporte pode tê-lo danificado, pois não funcionou direito, só deu problemas me causando imenso transtorno.   O barato sai caro!  Quando a esmola é demais o santo desconfia! Isso vale para todos produtos de sites, quando anunciados muito abaixo do valor real!  Decepcionada!
",negative
"Atendeu todas as minhas expectativas, chegou muito rápido
",positive
"Como avaliar um produto que não é entregue? Me explica? A única coisa que posso avaliar é o péssimo serviço prestado pela Empresa <empresa>.
",negative
"ATEndeu minhas necessidades , gostei do noteboook .
",positive
"quero devolução do meu dinheiro NÃO recebi  me devolvam meu dinheiro  passou do prazo
",negative
"Produto chegou em um dia queimou no outro, péssima qualidade. Cancelei a troca para receber um vale compra e comprar um notebook melhor.
",negative
"Até o momento possui um desenvolvimento bem satisfatório, colocando o Windows 10 nele fica perfeito!
",positive
"Recomendo... produto de qualidade e entrega rápida.
",positive
"Comprei e me arrependi. O computador apresenta erro de tela azul constante, o atendimento concierge que eles prometem é igual ao normal e já estou há 2 meses sendo enrolada pela Samsung, pois como não existe previsão de conserto (dizem que é incompatibilidade de SO, e que só uma atualização do windows estabilizaria ele) pedi meu dinheiro de volta.
",negative
"Produto de excelente qualidade, facil navegação, leve, com muito espaço para armazenamento.
",positive
"exelete notebook para atividades mais simples. Perfeito para navegar na internet ,editar arquivos de texto e planilhas eletronicas. som de ótima qualidade.  para jogos básicos é bem razoável. (testei com o CS-Go, no minimo roda a 50-60fps)  com um SSD fica muito rápido , iniciando em menos de 20 segundos.  Ponto negativo: Bateria (dura por volta de 4 horas) Ponto positivo: Design muito bonito, fino e portátil.   Recomendo!
",positive
"Pra dar pra minha filha de 10 anos jogar Minecraft...
",positive
"Entrega rápida, recomendo para quem precisa com urgência.
",positive
"Produto ótimo e a entrega chega antes do prazo previsto.
",positive
"Super atendeu as minhas expectativas e necessidades
",positive
"Como posso eu avaliar algo que ate entao nao recebi. Sendo que estava agendado para o dia 14/04.e ate agora NADA!!!
",negative
"Produto de excelente qualidade! Recomendo pois é de fácil uso e superou minhas expectativas para as minhas atividades diárias !
",positive
"Na verdade não comprei para mim. Mas a pessoa que está usando diz que é muito bom e o preço também.
",positive
"Estou muito revoltado com a Dell e me sentindo enganado por essa empresa. Não é possível que em um ano de compra e uso, este computador não sirva pra mais nada. Levo quase trinta minutos só para entrar na internet. Não aguento ser enganado, saber que 2.600 reais foram para o lixo comprando um produto de vocês é revoltante.  p.s.: não gostei desda primeira semana de compra.
",negative
"Como é que vocês têm coragem de me perguntar isso? Estou há mais de 7 dias esperando pelo produto de acordo com o prazo de entrega. Contabilizados 30 dias sem o produto
",negative
"O notebook não tem nem 2 meses está travando muito, é impossível mexer com o notebook dessa forma, hora tá lento hora tá bom, trava de uma forma que só desligando de vez pra vê se melhora. Estou muito arrependido de ter feito a compra desse produto, achei que iria ser uma boa escolha mais sinceramente já tô passando raiva, que fique aqui registrado minha reclamação que também vou registrar no suporte deles e se não tiver nenhuma solução vou também abrir no reclame aqui pra vê se vão resolver. Não sei se é só o meu notebook que está assim porque se for realmente foi um grande azar meu.
",negative
"Super Rápido e excelente produto. Entrega chegou antes.
",positive
"Produto ótimo, entrega rápida gostei da atenção da empresa.
",positive
"O anúncio está péssimo. Não tem informação nenhuma a respeito das configurações.
",negative
"Gostei muito, além de lindo, é muito eficiente, estou adorando.
",positive
"Desempenho e performance dentro do esperado. Bom para programar e jogar.
",positive
"produto de ótima qualidade e durabilidade,parabéns.
",positive
,positive
